TheDate,TheDay,TheDaySuffix,TheDayName,TheDayOfWeek,TheDayOfWeekInMonth,TheDayOfYear,IsWeekend,TheWeek,TheISOweek,TheFirstOfWeek,TheLastOfWeek,TheWeekOfMonth,TheMonth,TheMonthName,TheFirstOfMonth,TheLastOfMonth,TheFirstOfNextMonth,TheLastOfNextMonth,TheQuarter,TheFirstOfQuarter,TheLastOfQuarter,TheYear,TheISOYear,TheFirstOfYear,TheLastOfYear,IsLeapYear,Has53Weeks,Has53ISOWeeks,MMYYYY,Style101,Style103,Style112,Style120
2010-04-02,2,nd,Friday,6,1,92,0,14,13,2010-03-28,2010-04-03,1,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/02/2010,02/04/2010,20100402,2010-04-02
2010-04-03,3,rd,Saturday,7,1,93,1,14,13,2010-03-28,2010-04-03,1,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/03/2010,03/04/2010,20100403,2010-04-03
2010-04-04,4,th,Sunday,1,1,94,1,15,13,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/04/2010,04/04/2010,20100404,2010-04-04
2010-04-05,5,th,Monday,2,1,95,0,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/05/2010,05/04/2010,20100405,2010-04-05
2010-04-06,6,th,Tuesday,3,1,96,0,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/06/2010,06/04/2010,20100406,2010-04-06
2010-04-07,7,th,Wednesday,4,1,97,0,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/07/2010,07/04/2010,20100407,2010-04-07
2010-04-08,8,th,Thursday,5,2,98,0,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/08/2010,08/04/2010,20100408,2010-04-08
2010-04-09,9,th,Friday,6,2,99,0,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/09/2010,09/04/2010,20100409,2010-04-09
2010-04-10,10,th,Saturday,7,2,100,1,15,14,2010-04-04,2010-04-10,2,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/10/2010,10/04/2010,20100410,2010-04-10
2010-04-11,11,th,Sunday,1,2,101,1,16,14,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/11/2010,11/04/2010,20100411,2010-04-11
2010-04-12,12,th,Monday,2,2,102,0,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/12/2010,12/04/2010,20100412,2010-04-12
2010-04-13,13,th,Tuesday,3,2,103,0,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/13/2010,13/04/2010,20100413,2010-04-13
2010-04-14,14,th,Wednesday,4,2,104,0,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/14/2010,14/04/2010,20100414,2010-04-14
2010-04-15,15,th,Thursday,5,3,105,0,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/15/2010,15/04/2010,20100415,2010-04-15
2010-04-16,16,th,Friday,6,3,106,0,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/16/2010,16/04/2010,20100416,2010-04-16
2010-04-17,17,th,Saturday,7,3,107,1,16,15,2010-04-11,2010-04-17,3,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/17/2010,17/04/2010,20100417,2010-04-17
2010-04-18,18,th,Sunday,1,3,108,1,17,15,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/18/2010,18/04/2010,20100418,2010-04-18
2010-04-19,19,th,Monday,2,3,109,0,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/19/2010,19/04/2010,20100419,2010-04-19
2010-04-20,20,th,Tuesday,3,3,110,0,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/20/2010,20/04/2010,20100420,2010-04-20
2010-04-21,21,st,Wednesday,4,3,111,0,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/21/2010,21/04/2010,20100421,2010-04-21
2010-04-22,22,nd,Thursday,5,4,112,0,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/22/2010,22/04/2010,20100422,2010-04-22
2010-04-23,23,rd,Friday,6,4,113,0,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/23/2010,23/04/2010,20100423,2010-04-23
2010-04-24,24,th,Saturday,7,4,114,1,17,16,2010-04-18,2010-04-24,4,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/24/2010,24/04/2010,20100424,2010-04-24
2010-04-25,25,th,Sunday,1,4,115,1,18,16,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/25/2010,25/04/2010,20100425,2010-04-25
2010-04-26,26,th,Monday,2,4,116,0,18,17,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/26/2010,26/04/2010,20100426,2010-04-26
2010-04-27,27,th,Tuesday,3,4,117,0,18,17,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/27/2010,27/04/2010,20100427,2010-04-27
2010-04-28,28,th,Wednesday,4,4,118,0,18,17,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/28/2010,28/04/2010,20100428,2010-04-28
2010-04-29,29,th,Thursday,5,5,119,0,18,17,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/29/2010,29/04/2010,20100429,2010-04-29
2010-04-30,30,th,Friday,6,5,120,0,18,17,2010-04-25,2010-05-01,5,4,April,2010-04-01,2010-04-30,2010-05-01,2010-05-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,042010,04/30/2010,30/04/2010,20100430,2010-04-30
2010-05-01,1,st,Saturday,7,1,121,1,18,17,2010-04-25,2010-05-01,1,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/01/2010,01/05/2010,20100501,2010-05-01
2010-05-02,2,nd,Sunday,1,1,122,1,19,17,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/02/2010,02/05/2010,20100502,2010-05-02
2010-05-03,3,rd,Monday,2,1,123,0,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/03/2010,03/05/2010,20100503,2010-05-03
2010-05-04,4,th,Tuesday,3,1,124,0,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/04/2010,04/05/2010,20100504,2010-05-04
2010-05-05,5,th,Wednesday,4,1,125,0,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/05/2010,05/05/2010,20100505,2010-05-05
2010-05-06,6,th,Thursday,5,1,126,0,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/06/2010,06/05/2010,20100506,2010-05-06
2010-05-07,7,th,Friday,6,1,127,0,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/07/2010,07/05/2010,20100507,2010-05-07
2010-05-08,8,th,Saturday,7,2,128,1,19,18,2010-05-02,2010-05-08,2,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/08/2010,08/05/2010,20100508,2010-05-08
2010-05-09,9,th,Sunday,1,2,129,1,20,18,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/09/2010,09/05/2010,20100509,2010-05-09
2010-05-10,10,th,Monday,2,2,130,0,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/10/2010,10/05/2010,20100510,2010-05-10
2010-05-11,11,th,Tuesday,3,2,131,0,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/11/2010,11/05/2010,20100511,2010-05-11
2010-05-12,12,th,Wednesday,4,2,132,0,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/12/2010,12/05/2010,20100512,2010-05-12
2010-05-13,13,th,Thursday,5,2,133,0,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/13/2010,13/05/2010,20100513,2010-05-13
2010-05-14,14,th,Friday,6,2,134,0,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/14/2010,14/05/2010,20100514,2010-05-14
2010-05-15,15,th,Saturday,7,3,135,1,20,19,2010-05-09,2010-05-15,3,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/15/2010,15/05/2010,20100515,2010-05-15
2010-05-16,16,th,Sunday,1,3,136,1,21,19,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/16/2010,16/05/2010,20100516,2010-05-16
2010-05-17,17,th,Monday,2,3,137,0,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/17/2010,17/05/2010,20100517,2010-05-17
2010-05-18,18,th,Tuesday,3,3,138,0,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/18/2010,18/05/2010,20100518,2010-05-18
2010-05-19,19,th,Wednesday,4,3,139,0,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/19/2010,19/05/2010,20100519,2010-05-19
2010-05-20,20,th,Thursday,5,3,140,0,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/20/2010,20/05/2010,20100520,2010-05-20
2010-05-21,21,st,Friday,6,3,141,0,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/21/2010,21/05/2010,20100521,2010-05-21
2010-05-22,22,nd,Saturday,7,4,142,1,21,20,2010-05-16,2010-05-22,4,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/22/2010,22/05/2010,20100522,2010-05-22
2010-05-23,23,rd,Sunday,1,4,143,1,22,20,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/23/2010,23/05/2010,20100523,2010-05-23
2010-05-24,24,th,Monday,2,4,144,0,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/24/2010,24/05/2010,20100524,2010-05-24
2010-05-25,25,th,Tuesday,3,4,145,0,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/25/2010,25/05/2010,20100525,2010-05-25
2010-05-26,26,th,Wednesday,4,4,146,0,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/26/2010,26/05/2010,20100526,2010-05-26
2010-05-27,27,th,Thursday,5,4,147,0,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/27/2010,27/05/2010,20100527,2010-05-27
2010-05-28,28,th,Friday,6,4,148,0,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/28/2010,28/05/2010,20100528,2010-05-28
2010-05-29,29,th,Saturday,7,5,149,1,22,21,2010-05-23,2010-05-29,5,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/29/2010,29/05/2010,20100529,2010-05-29
2010-05-30,30,th,Sunday,1,5,150,1,23,21,2010-05-30,2010-06-05,6,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/30/2010,30/05/2010,20100530,2010-05-30
2010-05-31,31,st,Monday,2,5,151,0,23,22,2010-05-30,2010-06-05,6,5,May,2010-05-01,2010-05-31,2010-06-01,2010-06-30,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,052010,05/31/2010,31/05/2010,20100531,2010-05-31
2010-06-01,1,st,Tuesday,3,1,152,0,23,22,2010-05-30,2010-06-05,1,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/01/2010,01/06/2010,20100601,2010-06-01
2010-06-02,2,nd,Wednesday,4,1,153,0,23,22,2010-05-30,2010-06-05,1,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/02/2010,02/06/2010,20100602,2010-06-02
2010-06-03,3,rd,Thursday,5,1,154,0,23,22,2010-05-30,2010-06-05,1,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/03/2010,03/06/2010,20100603,2010-06-03
2010-06-04,4,th,Friday,6,1,155,0,23,22,2010-05-30,2010-06-05,1,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/04/2010,04/06/2010,20100604,2010-06-04
2010-06-05,5,th,Saturday,7,1,156,1,23,22,2010-05-30,2010-06-05,1,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/05/2010,05/06/2010,20100605,2010-06-05
2010-06-06,6,th,Sunday,1,1,157,1,24,22,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/06/2010,06/06/2010,20100606,2010-06-06
2010-06-07,7,th,Monday,2,1,158,0,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/07/2010,07/06/2010,20100607,2010-06-07
2010-06-08,8,th,Tuesday,3,2,159,0,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/08/2010,08/06/2010,20100608,2010-06-08
2010-06-09,9,th,Wednesday,4,2,160,0,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/09/2010,09/06/2010,20100609,2010-06-09
2010-06-10,10,th,Thursday,5,2,161,0,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/10/2010,10/06/2010,20100610,2010-06-10
2010-06-11,11,th,Friday,6,2,162,0,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/11/2010,11/06/2010,20100611,2010-06-11
2010-06-12,12,th,Saturday,7,2,163,1,24,23,2010-06-06,2010-06-12,2,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/12/2010,12/06/2010,20100612,2010-06-12
2010-06-13,13,th,Sunday,1,2,164,1,25,23,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/13/2010,13/06/2010,20100613,2010-06-13
2010-06-14,14,th,Monday,2,2,165,0,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/14/2010,14/06/2010,20100614,2010-06-14
2010-06-15,15,th,Tuesday,3,3,166,0,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/15/2010,15/06/2010,20100615,2010-06-15
2010-06-16,16,th,Wednesday,4,3,167,0,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/16/2010,16/06/2010,20100616,2010-06-16
2010-06-17,17,th,Thursday,5,3,168,0,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/17/2010,17/06/2010,20100617,2010-06-17
2010-06-18,18,th,Friday,6,3,169,0,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/18/2010,18/06/2010,20100618,2010-06-18
2010-06-19,19,th,Saturday,7,3,170,1,25,24,2010-06-13,2010-06-19,3,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/19/2010,19/06/2010,20100619,2010-06-19
2010-06-20,20,th,Sunday,1,3,171,1,26,24,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/20/2010,20/06/2010,20100620,2010-06-20
2010-06-21,21,st,Monday,2,3,172,0,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/21/2010,21/06/2010,20100621,2010-06-21
2010-06-22,22,nd,Tuesday,3,4,173,0,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/22/2010,22/06/2010,20100622,2010-06-22
2010-06-23,23,rd,Wednesday,4,4,174,0,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/23/2010,23/06/2010,20100623,2010-06-23
2010-06-24,24,th,Thursday,5,4,175,0,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/24/2010,24/06/2010,20100624,2010-06-24
2010-06-25,25,th,Friday,6,4,176,0,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/25/2010,25/06/2010,20100625,2010-06-25
2010-06-26,26,th,Saturday,7,4,177,1,26,25,2010-06-20,2010-06-26,4,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/26/2010,26/06/2010,20100626,2010-06-26
2010-06-27,27,th,Sunday,1,4,178,1,27,25,2010-06-27,2010-07-03,5,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/27/2010,27/06/2010,20100627,2010-06-27
2010-06-28,28,th,Monday,2,4,179,0,27,26,2010-06-27,2010-07-03,5,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/28/2010,28/06/2010,20100628,2010-06-28
2010-06-29,29,th,Tuesday,3,5,180,0,27,26,2010-06-27,2010-07-03,5,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/29/2010,29/06/2010,20100629,2010-06-29
2010-06-30,30,th,Wednesday,4,5,181,0,27,26,2010-06-27,2010-07-03,5,6,June,2010-06-01,2010-06-30,2010-07-01,2010-07-31,2,2010-04-01,2010-06-30,2010,2010,2010-01-01,2010-12-31,0,1,0,062010,06/30/2010,30/06/2010,20100630,2010-06-30
2010-07-01,1,st,Thursday,5,1,182,0,27,26,2010-06-27,2010-07-03,1,7,July,2010-07-01,2010-07-31,2010-08-01,2010-08-31,3,2010-07-01,2010-09-30,2010,2010,2010-01-01,2010-12-31,0,1,0,072010,07/01/2010,01/07/2010,20100701,2010-07-01
2010-07-02,2,nd,Friday,6,1,183,0,27,26,2010-06-27,2010-07-03,1,7,July,2010-07-01,2010-07-31,2010-08-01,2010-08-31,3,2010-07-01,2010-09-30,2010,2010,2010-01-01,2010-12-31,0,1,0,072010,07/02/2010,02/07/2010,20100702,2010-07-02
2010-07-03,3,rd,Saturday,7,1,184,1,27,26,2010-06-27,2010-07-03,1,7,July,2010-07-01,2010-07-31,2010-08-01,2010-08-31,3,2010-07-01,2010-09-30,2010,2010,2010-01-01,2010-12-31,0,1,0,072010,07/03/2010,03/07/2010,20100703,2010-07-03
